MUNICIPALIDAD_RAW,CATEGORIA,MUNICIPALIDAD_LIMPIA
M. D. DE CHETO,F,CHETO
M. D. DE LEVANTO,F,LEVANTO
M. D. DE CHISQUILLA,F,CHISQUILLA
M. D. DE SHIPASBAMBA,F,SHIPASBAMBA
M. D. DE LONYA CHICO,F,LONYA CHICO
M. D. DE MARIA,F,MARIA
M. D. DE AQUIA,F,AQUIA
M. D. DE YANAC,F,YANAC
M. D. DE ACAS,F,ACAS
M. D. DE LACABAMBA,F,LACABAMBA
M. D. DE PALLASCA,F,PALLASCA
M. D. DE TAUCA,F,TAUCA
M. D. DE PAMPAS CHICO,F,PAMPAS CHICO
M. D. DE ACOBAMBA,F,ACOBAMBA
M. D. DE ALFONSO UGARTE,F,ALFONSO UGARTE
M. D. DE CHINGALPO,F,CHINGALPO
M. D. DE CAPAYA,F,CAPAYA
M. D. DE SAÑAYCA,F,SANAYCA
M. D. DE CHOCO,F,CHOCO
M. D. DE MACHAGUAY,F,MACHAGUAY
M. D. DE UÑON,F,UNON
M. D. DE HUAMBO,F,HUAMBO
M. D. DE TORO,F,TORO
M. D. DE SAISA,F,SAISA
M. D. DE PUYUSCA,F,PUYUSCA
M. D. DE COLTA,F,COLTA
M. D. DE CARHUANCA,F,CARHUANCA
M. D. DE JORGE CHAVEZ,F,JORGE CHAVEZ
M. D. DE PION,F,PION
M. D. DE SEXI,F,SEXI
M. D. DE IZCUCHACA,F,IZCUCHACA
M. D. DE PILCHACA,F,PILCHACA
M. D. DE HUANCA HUANCA,F,HUANCA HUANCA
M. D. DE JULCAMARCA,F,JULCAMARCA
M. D. DE AURAHUA,F,AURAHUA
M. D. DE HUAMATAMBO,F,HUAMATAMBO
M. D. DE TANTARA,F,TANTARA
M. D. DE LA MERCED,F,LA MERCED
M. D. SAN MIGUEL DE MAYOCC,F,SAN MIGUEL DE MAYOCC
M. D. STGO. DE QUIRAHUARA,F,STGO DE QUIRAHUARA
M. D. DE BAÑOS,F,BANOS
M. D. DE SAN FRANCISCO DE ASIS,F,SAN FRANCISCO DE ASIS
M. D. DE TIBILLO,F,TIBILLO
M. D. DE CHACAPAMPA,F,CHACAPAMPA
M. D. DE CULLHUAS,F,CULLHUAS
M. D. DE QUICHUAY,F,QUICHUAY
M. D. DE MASMA,F,MASMA
M. D. DE PACA,F,PACA
M. D. DE PANCAN,F,PANCAN
M. D. DE ONDORES,F,ONDORES
M. D. DE PALCAMAYO,F,PALCAMAYO
M. D. DE UCHUMARCA,F,UCHUMARCA
M. D. DE PACARAN,F,PACARAN
M. D. DE SUMBILCA,F,SUMBILCA
M. D. DE LAHUAYTAMBO,F,LAHUAYTAMBO
M. D. SAN ANDRES DE TUPICOCHA,F,SAN ANDRES DE TUPICOCHA
M. D. DE CHECRAS,F,CHECRAS
M. D. DE SANTA LEONOR,F,SANTA LEONOR
M. D. DE AYAUCA,F,AYAUCA
M. D. DE HUANGASCAR,F,HUANGASCAR
M. D. DE QUINCHES,F,QUINCHES
M. D. DE TUPE,F,TUPE
M. D. DE VIÑAC,F,VINAC
M. D. DE INAHUAYA,F,INAHUAYA
M. D. DE ROSA PANDURO,F,ROSA PANDURO
M. D. DE PALCA,F,PALCA
M. D. DE PARATIA,F,PARATIA
M. D. DE TINICACHI,F,TINICACHI
M. D. DE UNICACHI,F,UNICACHI
M. D. DE AGUA BLANCA,F,AGUA BLANCA
M. D. DE SACANCHE,F,SACANCHE
M. D. DE PAPAPLAYA,F,PAPAPLAYA
M. D. HEROES ALBARRACIN,F,HEROES ALBARRACIN
M. D. DE HUANCAS,E,HUANCAS
M. D. DE MAGDALENA,E,MAGDALENA
M. D. MARISCAL CASTILLA,E,MARISCAL CASTILLA
M. D. DE MONTEVIDEO,E,MONTEVIDEO
M. D. DE SAN FRANCISCO,E,SAN FRANCISCO
M. D. DE LUYA VIEJO,E,LUYA VIEJO
M. D. DE COCHAMAL,E,COCHAMAL
M. D. DE ABELARDO PARDO,E,ABELARDO PARDO
M. D. DE CANIS,E,CANIS
M. D. DE MANGAS,E,MANGAS
M. D. DE PACLLON,E,PACLLON
M. D. DE YUPAN,E,YUPAN
M. D. DE CAJAMARQUILLA,E,CAJAMARQUILLA
M. D. DE LLIPA,E,LLIPA
M. D. SAN CRISTOBAL DE RAJAN,E,SAN CRISTOBAL DE RAJAN
M. D. DE SANTIAGO DE CHILCAS,E,SANTIAGO DE CHILCAS
M. D. DE POMACOCHA,E,POMACOCHA
M. D. SAN JUAN DE CHACÑA,E,SAN JUAN DE CHACNA
M. D. DE VIRUNDO,E,VIRUNDO
M. D. DE AYO,E,AYO
M. D. DE MACA,E,MACA
M. D. DE CABANA,E,CABANA
M. D. DE MARCABAMBA,E,MARCABAMBA
M. D. DE BELEN,E,BELEN
M. D. DE SANTIAGO DE PAUCARAY,E,SANTIAGO DE PAUCARAY
M. D. DE APONGO,E,APONGO
M. D. DE SARHUA,E,SARHUA
M. D. DE CONAYCA,E,CONAYCA
M. D. DE HUAYLLAHUARA,E,HUAYLLAHUARA
M. D. MARISCAL CÁCERES,E,MARISCAL C CERES
M. D. DE QUEROPALCA,E,QUEROPALCA
M. D. DE CARHUACALLANGA,E,CARHUACALLANGA
M. D. DE ACO,E,ACO
M. D. DE CANCHAYLLO,E,CANCHAYLLO
M. D. DE HUARIPAMPA,E,HUARIPAMPA
M. D. DE MARCO,E,MARCO
M. D. DE MUQUI,E,MUQUI
M. D. DE MUQUIYAUYO,E,MUQUIYAUYO
M. D. DE UCUNCHA,E,UCUNCHA
M. D. DE HUAROS,E,HUAROS
M. D. DE LACHAQUI,E,LACHAQUI
M. D. DE LAMPIAN,E,LAMPIAN
M. D. DE SAN MIGUEL DE ACOS,E,SAN MIGUEL DE ACOS
M. D. DE 27 NOVIEMBRE,E,27 NOVIEMBRE
M. D. DE CALLAHUANCA,E,CALLAHUANCA
M. D. DE HUACHUPAMPA,E,HUACHUPAMPA
M. D. DE HUANZA,E,HUANZA
M. D. DE SAN PEDRO DE LARAOS,E,SAN PEDRO DE LARAOS
M. D. DE SAN DAMIAN,E,SAN DAMIAN
M. D. SAN JUAN DE TANTARANCHE,E,SAN JUAN DE TANTARANCHE
M. D. DE SAN PEDRO DE CASTA,E,SAN PEDRO DE CASTA
M. D. SAN PEDRO DE HUANCAYRE,E,SAN PEDRO DE HUANCAYRE
M. D. SANTIAGO DE ANCHUCAYA,E,SANTIAGO DE ANCHUCAYA
M. D. SANTIAGO DE TUNA,E,SANTIAGO DE TUNA
M. D. DE PACHANGARA,E,PACHANGARA
M. D. DE HONGOS,E,HONGOS
M. D. DE HUAMPARA,E,HUAMPARA
M. D. DE HUANCAYA,E,HUANCAYA
M. D. DE HUAÑEC,E,HUANEC
M. D. DE QUINOCAY,E,QUINOCAY
M. D. DE SAN PEDRO DE PILAS,E,SAN PEDRO DE PILAS
M. D. DE VITIS,E,VITIS
M. D. DE CHACAYAN,E,CHACAYAN
M. D. DE TAPUC,E,TAPUC
M. D. DE HABANA,E,HABANA
M. D. DE TINGO DE SAPOSOA,E,TINGO DE SAPOSOA
M. D. DE POSIC,E,POSIC
M. D. DE CHIPURANA,E,CHIPURANA
M. D. DE SHAPAJA,E,SHAPAJA
M. D. DE CAIRANI,E,CAIRANI
M. D. DE ESTIQUE,E,ESTIQUE
M. D. DE SUSAPAYA,E,SUSAPAYA
M. D. DE TICACO,E,TICACO
M. D. DE BALSAS,G,BALSAS
M. D. DE CHILIQUIN,G,CHILIQUIN
M. D. DE CHUQUIBAMBA,G,CHUQUIBAMBA
M. D. DE SOLOCO,G,SOLOCO
M. D. DE SANTA CATALINA,G,SANTA CATALINA
M. D. DE LIMABAMBA,G,LIMABAMBA
M. D. DE SANTA ROSA,G,SANTA ROSA
M. D. DE HUANCHAY,G,HUANCHAY
M. D. DE PAMPAS GRANDE,G,PAMPAS GRANDE
M. D. DE CHACCHO,G,CHACCHO
M. D. DE ATAQUERO,G,ATAQUERO
M. D. DE HUAYLAS,G,HUAYLAS
M. D. SAN PEDRO DE CACHORA,G,SAN PEDRO DE CACHORA
M. D. DE HUAYLLO,G,HUAYLLO
M. D. DE TINTAY,G,TINTAY
M. D. DE LOS CHANKAS,G,LOS CHANKAS
M. D. DE AHUAYRO,G,AHUAYRO
M. D. DE TIPAN,G,TIPAN
M. D. DE MARIA PARADO,G,MARIA PARADO
M. D. DE PUTIS,G,PUTIS
M. D. DE LUIS CARRANZA,G,LUIS CARRANZA
M. D. DE CHUMUCH,G,CHUMUCH
M. D. DE CHIMBAN,G,CHIMBAN
M. D. DE TOCMOCHE,G,TOCMOCHE
M. D. DE SAN JUAN DE CUTERVO,G,SAN JUAN DE CUTERVO
M. D. DE NANCHOC,G,NANCHOC
M. D. DE SAN GREGORIO,G,SAN GREGORIO
M. D. DE SAN LUIS,G,SAN LUIS
M. D. DE ANDABAMBA,G,ANDABAMBA
M. D. DE LA ESPERANZA,G,LA ESPERANZA
M. D. DE CUENCA,G,CUENCA
M. D. DE CHUPAMARCA,G,CHUPAMARCA
M. D. DE COCAS,G,COCAS
M. D. DE SANTA ANA,G,SANTA ANA
M. D. STO. DOMINGO DE CAPILLAS,G,STO DOMINGO DE CAPILLAS
M. D. DE SHUNQUI,G,SHUNQUI
M. D. DE CANCHABAMBA,G,CANCHABAMBA
M. D. DE COCHABAMBA,G,COCHABAMBA
M. D. DE ARANCAY,G,ARANCAY
M. D. DE JIRCAN,G,JIRCAN
M. D. DE STO. DOMINGO DE ANDA,G,STO DOMINGO DE ANDA
M. D. DE CHACABAMBA,G,CHACABAMBA
M. D. DE PAMPAMARCA,G,PAMPAMARCA
M. D. DE COCHAS,G,COCHAS
M. D. DE HEROINAS TOLEDO,G,HEROINAS TOLEDO
M. D. DE JANJAILLO,G,JANJAILLO
M. D. DE PACCHA,G,PACCHA
M. D. DE YANACANCHA,G,YANACANCHA
M. D. DE LA CUESTA,G,LA CUESTA
M. D. DE PARANDAY,G,PARANDAY
M. D. DE CHOCHOPE,G,CHOCHOPE
M. D. DE COCHAMARCA,G,COCHAMARCA
M. D. DE NAVAN,G,NAVAN
M. D. DE AZANGARO,G,AZANGARO
M. D. DE LINCHA,G,LINCHA
M. D. DE SAN JUAN DE SALINAS,G,SAN JUAN DE SALINAS
M. D. DE INCHUPALLA,G,INCHUPALLA
M. D. DE CALAPUJA,G,CALAPUJA
M. D. DE NICASIO,G,NICASIO
M. D. DE OCUVIRI,G,OCUVIRI
M. D. DE TILALI,G,TILALI
M. D. DE PEDRO VILCA APAZA,G,PEDRO VILCA APAZA
M. D. DE SINA,G,SINA
M. D. DE SANTA MARIA DEL MAR,C,SANTA MARIA DEL MAR
M. D. SAN MIGUEL DE ACO,G,SAN MIGUEL DE ACO
M. D. DE ETEN PUERTO,E,ETEN PUERTO
M. D. DE HUANUARA,E,HUANUARA
M. D. DE OCAÑA,F,OCANA
M. D. DE LUCANAS,F,LUCANAS
M. D. SAN JOSE DE TICLLAS,G,SAN JOSE DE TICLLAS
M. D. DE TINTAY PUNCU,G,TINTAY PUNCU
M. D. DE ORONCCOY,G,ORONCCOY
M. D. STGO. DE CHOCORVOS,G,STGO DE CHOCORVOS
M. D. DE COAYLLO,F,COAYLLO
M. D. DE QUINISTAQUILLAS,F,QUINISTAQUILLAS
M. D. DE COPORAQUE,F,COPORAQUE
M. D. DE TOMEPAMPA,F,TOMEPAMPA
M. D. SAN JAVIER DE ALPABAMBA,G,SAN JAVIER DE ALPABAMBA
M. D. DE CUPI,G,CUPI
M. D. DE ACZO,F,ACZO
M. D. DE HUERTAS,E,HUERTAS
M. D. DE HUACRAPUQUIO,E,HUACRAPUQUIO
M. D. DE CORDOVA,G,CORDOVA
M. D. DE PALLANCHACRA,F,PALLANCHACRA
M. D. DE ARMA,G,ARMA
M. D. DE CORCULLA,F,CORCULLA
M. D. DE HUARICOLCA,F,HUARICOLCA
M. D. DE MANZANARES,E,MANZANARES
M. D. DE JULCAN,E,JULCAN
M. D. DE LLALLI,F,LLALLI
M. D. DE GORGOR,G,GORGOR
M. D. DE SAN JUAN,E,SAN JUAN
M. D. DE HUAYLILLAS,F,HUAYLILLAS
M. D. DE LONGUITA,G,LONGUITA
M. D. DE LAMBRAS,G,LAMBRAS
M. D. SAN FRANCISCO RIVACAYCO,F,SAN FRANCISCO RIVACAYCO
M. D. DE LLAUTA,F,LLAUTA
M. D. DE YUNGA,F,YUNGA
M. D. DE LARIA,F,LARIA
M. D. DE MATALAQUE,F,MATALAQUE
M. D. DE TIQUILLACA,G,TIQUILLACA
M. D. DE QUISHUAR,E,QUISHUAR
M. D. DE TORAYA,G,TORAYA
M. D. DE MAMARA,F,MAMARA
M. D. DE CHINCHO,G,CHINCHO
M. D. DE MASMA CHICCHE,G,MASMA CHICCHE
M. D. DE SANTA LUCIA,E,SANTA LUCIA
M. D. DE NINABAMBA,G,NINABAMBA
M. D. DE SIBAYO,E,SIBAYO
M. D. DE INGENIO,E,INGENIO
M. D. DE CHIPAO,F,CHIPAO
M. D. DE ACCOMARCA,E,ACCOMARCA
M. D. DE FIDEL OLIVAS,G,FIDEL OLIVAS
M. D. DE CARAPO,E,CARAPO
M. D. DE SAN ANTONIO,E,SAN ANTONIO
M. D. DE ATAVILLOS ALTO,E,ATAVILLOS ALTO
M. D. DE YAULI,E,YAULI
M. D. DE SAN JERONIMO,G,SAN JERONIMO
M. D. DE MOLINOS,E,MOLINOS
M. D. DE PACHACONAS,E,PACHACONAS
M. D. DE SAN MIGUEL CORPANQUI,E,SAN MIGUEL CORPANQUI
M. D. DE MOLLEPAMPA,G,MOLLEPAMPA
M. D. DE SANTA CRUZ,G,SANTA CRUZ
M. D. DE SARA SARA,E,SARA SARA
M. D. DE PACARAOS,E,PACARAOS
M. D. DE LA PAMPA,E,LA PAMPA
M. D. DE CHUPURO,F,CHUPURO
M. D. DE LLOCLLAPAMPA,E,LLOCLLAPAMPA
M. D. DE RIO MAGDALENA,G,RIO MAGDALENA
M. D. DE CASCAPARA,G,CASCAPARA
M. D. DE CARMEN SALCEDO,E,CARMEN SALCEDO
M. D. DE CAHUAC,F,CAHUAC
M. D. DE ANAPIA,E,ANAPIA
M. D. DE ATIQUIPA,G,ATIQUIPA
M. D. DE CHURUJA,E,CHURUJA
M. D. DE SICSIBAMBA,F,SICSIBAMBA
M. D. GOYLLARISQUIZGA,E,GOYLLARISQUIZGA
M. D. DE COTAPARACO,E,COTAPARACO
M. D. DE ANTIOQUIA,G,ANTIOQUIA
M. D. DE SANTIAGO DE CHALLAS,F,SANTIAGO DE CHALLAS
M. D. DE ANDAGUA,E,ANDAGUA
M. D. SAN PEDRO DE PILLAO,E,SAN PEDRO DE PILLAO
M. D. DE CAHUACHO,G,CAHUACHO
M. D. DE MATO,F,MATO
M. D. DE NUEVO OCCORO,G,NUEVO OCCORO
M. D. DE SAN PEDRO,F,SAN PEDRO
M. D. DE HUAYLLATI,G,HUAYLLATI
M. D. DE CARAYBAMBA,E,CARAYBAMBA
M. D. DE OCOYO,G,OCOYO
M. D. SAN PEDRO DE CHAULAN,G,SAN PEDRO DE CHAULAN
M. D. DE TURPAY,E,TURPAY
M. D. HUAYACUNDO ARMA,F,HUAYACUNDO ARMA
M. D. DE YAUCA,E,YAUCA
M. D. DE TANTA,E,TANTA
M. D. DE TONGOD,G,TONGOD
M. D. DE SAN PEDRO CHUNAN,E,SAN PEDRO CHUNAN
M. D. DE APU SAHUARAURA,G,APU SAHUARAURA
M. D. DE POCSI,F,POCSI
M. D. DE UBINAS,F,UBINAS
M. D. DE SAN ANTONIO ANTAPARCO,G,SAN ANTONIO ANTAPARCO
M. D. DE CUJILLO,G,CUJILLO
M. D. DE CHOJATA,F,CHOJATA
M. D. DE MICAELA BASTIDAS,F,MICAELA BASTIDAS
M. D. DE CALANGO,F,CALANGO
M. D. DE OTOCA,G,OTOCA
M. D. DE TICLLOS,E,TICLLOS
M. D. DE HUANCAPON,F,HUANCAPON
M. D. DE FITZCARRALD,G,FITZCARRALD
M. D. ANTONIO RAYMONDI,G,ANTONIO RAYMONDI
M. D. DE VITOC,G,VITOC
M. D. DE EL PRADO,G,EL PRADO
M. D. DE RICRAN,F,RICRAN
M. D. DE SANGALLAYA,G,SANGALLAYA
M. D. DE ATAVILLOS BAJO,E,ATAVILLOS BAJO
M. D. DE COLPAS,G,COLPAS
M. D. DE COPA,E,COPA
M. D. DE MIRAFLORES,E,MIRAFLORES
M. D. SAN ISIDRO HUIRPACANCHA,G,SAN ISIDRO HUIRPACANCHA
M. D. SAN JUAN DE RONTOY,G,SAN JUAN DE RONTOY
M. D. DE HUAYAN,F,HUAYAN
M. D. DE MALVAS,F,MALVAS
M. D. SAN JUAN DE LICUPIS,G,SAN JUAN DE LICUPIS
M. D. DE UTCO,G,UTCO
M. D. DE HUAMANTANGA,E,HUAMANTANGA
M. D. DE LARAMARCA,E,LARAMARCA
M. D. DE ICHOCAN,G,ICHOCAN
M. D. DE TICRAPO,F,TICRAPO
M. D. DE JIVIA,G,JIVIA
